platform,appId,title,store_url,developer,genres,contentRating,price,free,score,reviews,app_type,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
both,com.yanzi.roleai,RoleCard.AI: AI Chat Companion,https://apps.apple.com/us/app/rolecard-ai-ai-chat-companion/id6479844170?uo=4,小燕 张,"Entertainment, Lifestyle",17+,0,True,4.67521,234,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
both,com.ai.digitalgf,Hey Love: AI Girlfriend & Chat,https://apps.apple.com/us/app/hey-love-ai-girlfriend-chat/id6754189083?uo=4,We Agency,"Entertainment, Social Networking",17+,0,True,0,0,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
both,com.perfect.girl.ai.chat,Perfect Girl - Virtual AI Chat,https://apps.apple.com/us/app/perfect-girl-virtual-ai-chat/id6756005415?uo=4,PrizePool Studios,"Entertainment, Lifestyle",17+,0,True,4.55556,9,companion,False,,True,Apple,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,com.chintan.AiGirlChat,My Ai Girlfriend - Ai Chat 18,https://apps.apple.com/us/app/my-ai-girlfriend-ai-chat-18/id6502044865?uo=4,Chintan Patel,"Reference, Entertainment",17+,0,True,4.64609,308,companion,False,,True,Google,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,jp.co.decryption.aine,AINE: 2D AI Girlfriend Chat,https://apps.apple.com/us/app/aine-2d-ai-girlfriend-chat/id6745574147?uo=4,"DECRYPTION, CO., LTD.","Lifestyle, Entertainment",17+,0,True,2,1,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.Eva.girlfriend,Eva:chat AI girlfriend,https://apps.apple.com/us/app/eva-chat-ai-girlfriend/id6739034219?uo=4,THREE TIGER NETWORK TECHNOLOGY LIMITED,Social Networking,17+,0,True,0,0,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",$4.99/month,en
ios,fun.com.vivivi,VIVIVI-18+ Waifu AI Girlfriend,https://apps.apple.com/us/app/vivivi-18-waifu-ai-girlfriend/id6754780576?uo=4,Hung Nguyen,"Entertainment, Lifestyle",17+,0,True,4,13,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,"fr, de, ja, ko, zh, es"
ios,com.sbugrademirci.aidatingly,AI Girlfriend & Roleplay Chat,https://apps.apple.com/us/app/ai-girlfriend-roleplay-chat/id6753975758?uo=4,Saltuk Bugra DEMIRCI,"Entertainment, Simulation, Roleplaying, Games",17+,0,True,4.25,16,companion,False,,True,Google,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.aigirlfriend.virtuallove,Ai Girlfriend: Virtual Love,https://apps.apple.com/us/app/ai-girlfriend-virtual-love/id6757268335?uo=4,Anas Kayssi,"Entertainment, Lifestyle",17+,0,True,0,0,companion,False,,True,Apple,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,com.spock.ai.assistant.ios,Role AI - Chat with AI friends,https://apps.apple.com/us/app/role-ai-chat-with-ai-friends/id6446609797?uo=4,Annie Jain,"Entertainment, Lifestyle",17+,0,True,4.48639,551,companion,False,,True,Google,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),"ar, en, fr, de, hi, id, it, ja, ko, ms, pt, zh, es, th, tr"
ios,lucasiankowski.AiGirlfriend,Mia: AI Girlfriend Waifu Chat,https://apps.apple.com/us/app/mia-ai-girlfriend-waifu-chat/id6755919834?uo=4,Lucas Iankowski Correa da Silva,"Entertainment, Lifestyle",9+,0,True,0,0,companion,False,,True,Apple,False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,"ar, bn, bg, ca, hr, cs, da, nl, en, fi, fr, de, el, gu, he"
ios,com.lyubimy.aigirlfriendchatcompanion,AI Girlfriend Chat & Roleplay,https://apps.apple.com/us/app/ai-girlfriend-chat-roleplay/id6758352855?uo=4,YASSINE CHEQROUNI,Entertainment,17+,0,True,0,0,companion,False,,True,Apple,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
both,com.piyonksoftware.lovia,Lovia: AI Girlfriend & Flirt,https://apps.apple.com/us/app/lovia-ai-girlfriend-flirt/id6758355436?uo=4,Piyonk LLC,"Lifestyle, Entertainment",17+,0,True,0,0,companion,False,,True,Apple,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,"bg, hr, cs, da, nl, en, et, fi, fr, de, el, hu, id, it, ja"
ios,com.tolunaykan.StabAi,AI Anime Drawing - Wallpaper,https://apps.apple.com/us/app/ai-anime-drawing-wallpaper/id6466212854?uo=4,Tolunay Kandirmaz,"Photo & Video, Graphics & Design",4+,0,True,4.16,25,other,False,,True,"email/password, Google, Apple",False,,False,True,,Free,en
ios,com.qianfan.aihomework,Question.AI-Math Calculator,https://apps.apple.com/us/app/question-ai-math-calculator/id6449486871?uo=4,3HOUSE,"Education, Utilities",4+,0,True,4.70003,155117,other,False,,True,"Discord, Facebook, Tiktok, email/password",False,,False,True,,Free,"ar, nl, en, fr, de, id, it, ja, ko, ms, pt, ru, es, zh, vi"
ios,com.ai.aigirlfriend.simulator,Serena : AI Girlfriend,https://apps.apple.com/us/app/serena-ai-girlfriend/id6502601279?uo=4,Sir Studios,"Health & Fitness, Entertainment",17+,0,True,3.72222,18,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,SenseForge.AI-Girlfriend,AI Girlfriend My Secret Play,https://apps.apple.com/us/app/ai-girlfriend-my-secret-play/id6752568478?uo=4,SenseForge LTD,Lifestyle,17+,0,True,0,0,companion,False,,True,Apple,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,com.zc.dlchat,TaleTal: AI Chat Friend Story,https://apps.apple.com/us/app/taletal-ai-chat-friend-story/id6446999350?uo=4,ZanChat (Guangzhou) Information Technology Co. Ltd.,"Entertainment, Utilities",17+,0,True,4.45455,11,companion,False,,True,"Apple, Facebook, Phone, Tiktok, Twitter",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,ps.com.regrt,Phonic:AI Girlfriend&PhotoChat,https://apps.apple.com/us/app/phonic-ai-girlfriend-photochat/id6741843410?uo=4,BIGAMMA HK LIMITED,"Utilities, Entertainment",17+,0,True,5,1,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,"en, zh"
ios,com.aiGirlfriendLearnLanguage,LoveLingo: My Ai Girlfriend,https://apps.apple.com/us/app/lovelingo-my-ai-girlfriend/id6452276961?uo=4,Mehmet Ali Demir,Entertainment,17+,0,True,4.26984,63,companion,False,,True,Google,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,"en, fr, de, it"
ios,io.humblecraft.waifuaigirlfriend,Waifu Chat: AI Girlfriend,https://apps.apple.com/us/app/waifu-chat-ai-girlfriend/id6497230098?uo=4,HC MAKER - PHOTO LOGO BACKGROUND EDITOR APPS FOR FREE,"Entertainment, Roleplaying, Games",17+,0,True,4.59821,112,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.xiaoyao.Eva,AI Girlfriend - Buzz,https://apps.apple.com/us/app/ai-girlfriend-buzz/id6621250009?uo=4,NEWAI RESEARCH LAB,"Entertainment, Social Networking",17+,0,True,4.2,5,companion,False,,True,"Apple, email/password",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",$24.99/month,en
ios,com.aichat.anonymous,"AIGF: AI Girlfriend, BF Chat",https://apps.apple.com/us/app/aigf-ai-girlfriend-bf-chat/id6757312738?uo=4,Yana Bilous,"Entertainment, Social Networking",12+,0,True,5,3,companion,False,,True,"Phone, email/password",False,,True,False,"Premium: unlimited messages, voice, exclusive content",$2.99/month,"ar, ca, hr, cs, da, nl, en, fi, fr, de, el, he, hi, hu, id"
ios,com.heyladyaichat.app,HeyLady: Indian AI Girlfriend,https://apps.apple.com/us/app/heylady-indian-ai-girlfriend/id6752016728?uo=4,Harsh Jani,"Entertainment, Lifestyle",17+,0,True,0,0,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,ai.portola.portola,Tolan: Alien Best Friend,https://apps.apple.com/us/app/tolan-alien-best-friend/id6477549878?uo=4,Portola,"Health & Fitness, Lifestyle",17+,0,True,4.78165,136900,companion,False,,True,"email/password, Apple",False,,True,False,"Premium: enhanced companion features, memory, voice",varies (in-app purchases),en
ios,com.gchjios.ai.lustchat,Lust Chat- Ai Girlfriend,https://apps.apple.com/us/app/lust-chat-ai-girlfriend/id6757586047?uo=4,宇豪 林,Games,17+,0,True,0,0,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,"en, fr, de, ja, ko, pt, ru, zh, es"
ios,com.aicompanion.char,AI Girlfriend & Companion Chat,https://apps.apple.com/us/app/ai-girlfriend-companion-chat/id6740691464?uo=4,VIT PROJECTS LTD,"Lifestyle, Entertainment",17+,0,True,4.488,125,companion,False,,True,Apple,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),"ar, bg, hr, cs, da, nl, en, et, fi, fr, de, el, he, hi, hu"
ios,com.girlfriend.appviky,Viky AI Girlfriend Chat Games,https://apps.apple.com/us/app/viky-ai-girlfriend-chat-games/id6475893454?uo=4,Yuliia Lukoianova,"Entertainment, Photo & Video",17+,0,True,3.86957,23,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,now.soullink,SoulLink: AI Friend,https://apps.apple.com/us/app/soullink-ai-friend/id6752530994?uo=4,"Daedalia, Inc.","Lifestyle, Entertainment",4+,0,True,4.77778,9,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
both,com.harrisonstreetlabs.ios.pi,"Pi, your personal AI",https://apps.apple.com/us/app/pi-your-personal-ai/id6445815935?uo=4,Inflection AI,"Lifestyle, Entertainment",17+,0,True,4.40399,2307,companion,True,https://pi.ai,True,"phone number, email",False,,False,True,No paid subscription,Free,en
ios,com.coreapps.yuna,Yuna - AI Friend,https://apps.apple.com/us/app/yuna-ai-friend/id6757748187?uo=4,PINAR KOCAK,"Entertainment, Lifestyle",4+,0,True,4.625,16,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),"en, ja"
ios,co.appnation.geniechat,Chatbot AI Assistant - Genie,https://apps.apple.com/us/app/chatbot-ai-assistant-genie/id1658377526?uo=4,APPNATION YAZILIM HIZMETLERI TICARET ANONIM SIRKETI,"Productivity, Utilities",12+,0,True,4.71921,195662,general_purpose,True,https://usegenie.ai,True,"email/password, Google, Apple",False,,False,False,"Premium: unlimited messages, GPT-4o, Gemini, Grok, Claude, image generation",$9.99/month,"en, ar, de, fr, it, ja, ko, pt, ru, zh, es, tr"
ios,com.microsoft.copilot,Microsoft Copilot,https://apps.apple.com/us/app/microsoft-copilot/id6472538445?uo=4,Microsoft Corporation,"Productivity, Lifestyle",12+,0,True,4.83975,379795,general_purpose,True,https://copilot.microsoft.com,True,Microsoft account,False,,False,False,"Copilot Pro: priority access, advanced models, Office integration",$20/user/month,"en, es, fr, de, ja, ko, zh, pt, it, ru, ar, hi"
ios,com.amora.companion,Amora AI Companion,https://apps.apple.com/us/app/amora-ai-companion/id6755445210?uo=4,Tatenda Muzenda,"Lifestyle, Social Networking",17+,0,True,0,0,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.elnova.syboai,Sybo.ai: AI companion & friend,https://apps.apple.com/us/app/sybo-ai-ai-companion-friend/id6741431633?uo=4,LoveOnes.ai,"Lifestyle, Productivity",4+,0,True,4.78571,14,companion,False,,True,Apple,False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,jp.aimy.mobile,Aimy: Anime-Style AI Chat,https://apps.apple.com/us/app/aimy-anime-style-ai-chat/id6450537255?uo=4,aisaac inc.,"Games, Simulation, Entertainment, Roleplaying",17+,0,True,4.47058,17,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),"en, ja"
ios,io.tavus.pals-ios,PALs by Tavus: AI Companions,https://apps.apple.com/us/app/pals-by-tavus-ai-companions/id6758316493?uo=4,"Tavus, Inc.","Health & Fitness, Lifestyle",17+,0,True,5,15,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.bless.dootchi,Dootchi: Emochi Alternative,https://apps.apple.com/us/app/dootchi-emochi-alternative/id6757463780?uo=4,HANNAH RENEE KIRK,"Entertainment, Social Networking",17+,0,True,4.67527,5697,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.dotify.ai.us,Paradot AI: Personal AI Friend,https://apps.apple.com/us/app/paradot-ai-personal-ai-friend/id6451469304?uo=4,Parallel Dots TX Limited,Entertainment,17+,0,True,4.39628,376,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,co.novageeks.mediation,AI Companion: Mental Health,https://apps.apple.com/us/app/ai-companion-mental-health/id1103551545?uo=4,NOVAHUB TECHNOLOGY COMPANY LIMITED,"Health & Fitness, Productivity",12+,0,True,4.30693,101,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,com.diegoas2.her-him,her/him - Live AI Assistant,https://apps.apple.com/us/app/her-him-live-ai-assistant/id6754205681?uo=4,Diego Saavedra,"Productivity, Entertainment",12+,0,True,3.66667,3,companion,False,,True,"Google, Phone",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,org.reactjs.native.example.NexusBondApp,Nexus Bond AI,https://apps.apple.com/us/app/nexus-bond-ai/id6741106962?uo=4,Edith Lagunas,"Social Networking, Entertainment",17+,0,True,5,1,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,com.dixits.martin,Martin: Personal Assistant,https://apps.apple.com/us/app/martin-personal-assistant/id6453473083?uo=4,Martin AI,"Productivity, Utilities",4+,0,True,4.35249,261,other,False,,True,"Apple, Phone, email/password",False,,False,True,,Free,en
ios,com.qualitime.quali,QualiTime.ai - Kid's Companion,https://apps.apple.com/us/app/qualitime-ai-kids-companion/id6737403785?uo=4,USANGEL LLC,"Education, Entertainment",4+,0,True,4.81522,92,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,com.slay.pengu,"Friends – Pengu, Bao & Mellow",https://apps.apple.com/us/app/friends-pengu-bao-mellow/id6462927800?uo=4,SLAY GmbH,Social Networking,4+,0,True,4.85138,234694,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
both,com.bnl.saend,Saen-D: AI Companion,https://apps.apple.com/us/app/saen-d-ai-companion/id6479345797?uo=4,"Bot and Life co.,ltd.","Entertainment, Lifestyle",12+,0,True,4,1,companion,False,,True,Apple,False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,"en, ja, th"
both,com.gauthmath.intelligence,Gauth: AI Study Companion,https://apps.apple.com/us/app/gauth-ai-study-companion/id1542571008?uo=4,GAUTHTECH PTE. LTD.,"Education, Productivity",4+,0,True,4.83463,1384807,other,True,https://www.gauthmath.com,True,"email/password, Google, Apple",False,,False,False,"Premium: unlimited solutions, step-by-step explanations, ad-free, faster processing",$9.99/month,"en, zh, es, fr, de, ja, ko, pt"
